trip_id,schedule_date,departure_time,route_name,vehicle_id,passenger_count,estimated_arrival_time,staff_id,company_id,working_day,bus_type,classification,seating_capacity,ticket_no,utilization_rate,remarks,summary_id,driver_id,rejection_reason,expiry_reason,route_id
403,2026-03-07,05:13:00,SM Lipa,22,3,06:44:00,,2,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-43,0.2,Heavy traffic delayed arrival,SUM-20260307-01,100,,,12
231,2026-02-06,08:08:00,Plaridel,18,3,09:28:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-52,0.2,Smooth travel,SUM-20260206-01,100,,,2
190,2026-01-31,14:06:00,Sto.Tomas,125,3,15:42:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-45,0.2,On schedule,SUM-20260131-01,100,,,18
102,2026-01-17,05:22:00,Bugtong Payapa,36,3,07:50:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-19,0.2,On schedule,SUM-20260117-01,100,,,14
904,2026-05-30,06:15:00,Bugtong Payapa,19,2,07:21:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-56,0.13,Clear weather,SUM-20260530-01,100,,,14
180,2026-01-29,14:23:00,Tanauan,40,2,16:29:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-08,0.13,Heavy traffic delayed arrival,SUM-20260129-01,100,,,10
385,2026-03-04,09:14:00,Plaridel,30,17,11:25:00,,3,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-30,0.94,Clear weather,SUM-20260304-01,101,,,2
1457,2026-08-29,12:21:00,Los Baños,39,16,14:52:00,,3,SATURDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-08,0.89,Clear weather,SUM-20260829-01,101,,,1
1407,2026-08-21,14:13:00,Batangas,107,15,16:24:00,,3,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-92,1.0,Clear weather,SUM-20260821-01,101,,,20
817,2026-05-15,07:21:00,Los Baños,105,15,08:43:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-90,1.0,Clear weather,SUM-20260515-01,101,,,1
728,2026-04-30,13:25:00,Los Baños,120,15,14:41:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-08,1.0,Routine trip,SUM-20260430-01,101,,,1
801,2026-05-13,09:01:00,Batangas,16,14,11:49:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-29,0.93,Routine trip,SUM-20260513-01,101,,,20
749,2026-05-05,09:13:00,Muzon,29,14,11:32:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-51,0.93,Heavy traffic delayed arrival,SUM-20260505-01,101,,,8
337,2026-02-25,14:13:00,SM Lipa,46,14,16:58:00,,3,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-91,0.78,Routine trip,SUM-20260225-01,101,,,12
1601,2026-09-21,10:03:00,Caloocan,110,13,12:31:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-32,0.87,On schedule,SUM-20260921-01,101,,,15
1229,2026-07-22,06:26:00,Tanauan,125,12,08:41:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-72,0.8,On schedule,SUM-20260722-01,101,,,10
221,2026-02-05,15:06:00,San Pablo,19,12,17:21:00,,2,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-27,0.8,Clear weather,SUM-20260205-01,101,,,11
1615,2026-09-23,11:28:00,TCP,55,10,12:44:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-48,0.67,Heavy traffic delayed arrival,SUM-20260923-01,101,,,6
688,2026-04-24,08:01:00,SM Lipa,40,10,10:31:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-92,0.67,Clear weather,SUM-20260424-01,101,,,12
57,2026-01-09,15:16:00,San Pablo,43,10,17:39:00,,3,FRIDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-06,0.56,Smooth travel,SUM-20260109-01,101,,,11
1333,2026-08-10,13:08:00,Taguig,22,9,14:23:00,,4,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-14,0.6,Routine trip,SUM-20260810-01,101,,,21
730,2026-05-01,13:03:00,Robinson,104,8,14:29:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-27,0.53,Clear weather,SUM-20260501-01,101,,,13
423,2026-03-11,09:25:00,Bugtong Payapa,124,8,11:58:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-88,0.53,Routine trip,SUM-20260311-01,101,,,14
663,2026-04-20,13:06:00,Tanauan,48,6,15:49:00,,3,MONDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-44,0.5,On schedule,SUM-20260420-01,101,,,10
599,2026-04-09,05:18:00,San Pablo,112,6,07:59:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-74,0.4,Clear weather,SUM-20260409-01,101,,,11
1478,2026-09-02,12:03:00,San Pablo,121,5,14:38:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-69,0.33,Heavy traffic delayed arrival,SUM-20260902-01,101,,,11
1576,2026-09-17,14:00:00,Plaridel,45,4,15:26:00,,4,THURSDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-55,0.33,Heavy traffic delayed arrival,SUM-20260917-01,101,,,2
525,2026-03-28,10:30:00,Robinson,39,4,12:57:00,,2,SATURDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-69,0.22,Clear weather,SUM-20260328-01,101,,,13
225,2026-02-06,07:27:00,Sto.Tomas,28,4,08:01:00,,2,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-61,0.22,Smooth travel,SUM-20260206-01,101,,,18
733,2026-05-01,07:16:00,Sto.Tomas,129,2,09:02:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-58,0.13,Heavy traffic delayed arrival,SUM-20260501-01,101,,,18
458,2026-03-17,14:29:00,Muzon,122,2,16:45:00,,3,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-04,0.13,Routine trip,SUM-20260317-01,101,,,8
372,2026-03-03,05:20:00,San Pablo,100,2,07:56:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-55,0.13,Heavy traffic delayed arrival,SUM-20260303-01,101,,,11
1267,2026-07-29,05:14:00,TCP,28,17,07:11:00,,2,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-02,0.94,Clear weather,SUM-20260729-01,102,,,6
380,2026-03-04,06:08:00,Tanauan,30,17,07:52:00,,4,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-71,0.94,Routine trip,SUM-20260304-01,102,,,10
1586,2026-09-18,12:27:00,Batangas,27,15,13:14:00,,3,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-37,1.0,Heavy traffic delayed arrival,SUM-20260918-01,102,,,20
1488,2026-09-03,12:16:00,SM Lipa,121,15,13:05:00,,2,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-69,1.0,Clear weather,SUM-20260903-01,102,,,12
268,2026-02-13,08:00:00,Taguig,122,15,10:23:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-24,1.0,Clear weather,SUM-20260213-01,102,,,21
1649,2026-09-29,11:20:00,Rosario,28,14,12:24:00,,2,TUESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-22,0.78,On schedule,SUM-20260929-01,102,,,4
1462,2026-08-31,11:07:00,Los Baños,22,13,12:13:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,0.87,Clear weather,SUM-20260831-01,102,,,1
605,2026-04-10,15:21:00,Sto.Tomas,114,13,17:15:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-93,0.87,Smooth travel,SUM-20260410-01,102,,,18
389,2026-03-05,14:08:00,SM Lipa,30,13,15:01:00,,2,THURSDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-81,0.72,Heavy traffic delayed arrival,SUM-20260305-01,102,,,12
1630,2026-09-26,09:24:00,Los Baños,106,12,10:10:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-14,0.8,Routine trip,SUM-20260926-01,102,,,1
1277,2026-07-31,15:02:00,Los Baños,119,12,17:31:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-92,0.8,Smooth travel,SUM-20260731-01,102,,,1
1081,2026-06-29,07:16:00,Sto.Tomas,101,12,08:41:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-95,0.8,On schedule,SUM-20260629-01,102,,,18
840,2026-05-20,10:17:00,Rosario,105,12,11:52:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-61,0.8,Smooth travel,SUM-20260520-01,102,,,4
681,2026-04-23,15:05:00,San Pablo,125,12,17:53:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-48,0.8,Smooth travel,SUM-20260423-01,102,,,11
893,2026-05-29,11:18:00,SM Lipa,124,11,12:45:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-46,0.73,Heavy traffic delayed arrival,SUM-20260529-01,102,,,12
411,2026-03-09,13:20:00,San Pablo,107,11,14:13:00,,2,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-28,0.73,Heavy traffic delayed arrival,SUM-20260309-01,102,,,11
489,2026-03-21,11:13:00,TCP,17,10,13:20:00,,2,SATURDAY,12 Seats - Hyundai Starex,Morning,12,TK-65,0.83,Clear weather,SUM-20260321-01,102,,,6
299,2026-02-18,07:18:00,Robinson,114,10,09:50:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-22,0.67,Heavy traffic delayed arrival,SUM-20260218-01,102,,,13
174,2026-01-29,15:22:00,Taguig,127,10,17:29:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-33,0.67,Smooth travel,SUM-20260129-01,102,,,21
429,2026-03-12,06:29:00,Taguig,45,9,07:43:00,,4,THURSDAY,12 Seats - Hyundai Starex,Morning,12,TK-95,0.75,Clear weather,SUM-20260312-01,102,,,21
890,2026-05-28,07:07:00,Cabuyao,110,8,09:37:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-63,0.53,Heavy traffic delayed arrival,SUM-20260528-01,102,,,5
1102,2026-07-02,05:11:00,Taguig,20,7,07:23:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,0.47,Heavy traffic delayed arrival,SUM-20260702-01,102,,,21
632,2026-04-15,07:11:00,Taguig,129,7,09:24:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-11,0.47,Clear weather,SUM-20260415-01,102,,,21
1599,2026-09-21,13:09:00,Caloocan,31,6,14:10:00,,4,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-66,0.4,Smooth travel,SUM-20260921-01,102,,,15
1247,2026-07-25,09:11:00,Tanauan,112,6,11:15:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-52,0.4,Routine trip,SUM-20260725-01,102,,,10
1108,2026-07-03,07:14:00,Robinson,128,6,09:39:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-05,0.4,Clear weather,SUM-20260703-01,102,,,13
1589,2026-09-19,08:30:00,Tanauan,41,5,09:21:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-75,0.33,Heavy traffic delayed arrival,SUM-20260919-01,102,,,10
1394,2026-08-19,13:18:00,Rosario,17,5,14:56:00,,2,WEDNESDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-97,0.42,Routine trip,SUM-20260819-01,102,,,4
1408,2026-08-21,10:03:00,Taguig,109,4,12:20:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-45,0.27,Clear weather,SUM-20260821-01,102,,,21
1028,2026-06-19,10:24:00,Muzon,42,4,12:02:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-13,0.27,Heavy traffic delayed arrival,SUM-20260619-01,102,,,8
895,2026-05-29,14:15:00,Bugtong Payapa,116,4,15:22:00,,3,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-04,0.27,Smooth travel,SUM-20260529-01,102,,,14
700,2026-04-27,05:00:00,Taguig,116,4,06:18:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-90,0.27,Heavy traffic delayed arrival,SUM-20260427-01,102,,,21
653,2026-04-18,13:24:00,Tanauan,43,4,15:12:00,,3,SATURDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-43,0.22,Clear weather,SUM-20260418-01,102,,,10
567,2026-04-03,06:21:00,Taguig,112,4,07:47:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-23,0.27,On schedule,SUM-20260403-01,102,,,21
364,2026-03-02,05:09:00,Cabuyao,43,4,06:55:00,,3,MONDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-88,0.22,Heavy traffic delayed arrival,SUM-20260302-01,102,,,5
75,2026-01-12,11:02:00,Tanauan,115,4,13:56:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-05,0.27,Clear weather,SUM-20260112-01,102,,,10
1250,2026-07-25,09:17:00,Muzon,106,3,10:20:00,,2,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-90,0.2,Clear weather,SUM-20260725-01,102,,,8
912,2026-06-01,12:01:00,Robinson,38,3,14:19:00,,3,MONDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-20,0.25,On schedule,SUM-20260601-01,102,,,13
892,2026-05-29,12:06:00,Robinson,117,3,14:26:00,,3,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-38,0.2,Routine trip,SUM-20260529-01,102,,,13
1265,2026-07-29,11:23:00,Tanauan,15,2,13:37:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-96,0.13,On schedule,SUM-20260729-01,102,,,10
1094,2026-06-30,06:09:00,TCP,128,15,07:26:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-89,1.0,Clear weather,SUM-20260630-01,103,,,6
158,2026-01-27,09:22:00,Bugtong Payapa,41,15,10:52:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-14,1.0,On schedule,SUM-20260127-01,103,,,14
1,2026-01-01,11:26:00,Bugtong Payapa,22,15,13:33:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-69,1.0,Routine trip,SUM-20260101-01,103,,,14
1335,2026-08-10,08:04:00,SM Lipa,100,14,10:09:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-69,0.93,Heavy traffic delayed arrival,SUM-20260810-01,103,,,12
812,2026-05-15,08:07:00,Rosario,124,14,10:45:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-73,0.93,Clear weather,SUM-20260515-01,103,,,4
1594,2026-09-19,13:28:00,Batangas,22,13,14:35:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-59,0.87,On schedule,SUM-20260919-01,103,,,20
1453,2026-08-29,06:05:00,Sto.Tomas,114,13,07:14:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-21,0.87,On schedule,SUM-20260829-01,103,,,18
1282,2026-07-31,06:13:00,Los Baños,55,13,07:23:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-48,0.87,Routine trip,SUM-20260731-01,103,,,1
1000,2026-06-16,11:13:00,Batangas,53,13,12:42:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-47,0.87,Heavy traffic delayed arrival,SUM-20260616-01,103,,,20
952,2026-06-08,06:10:00,Plaridel,104,13,07:56:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-43,0.87,Smooth travel,SUM-20260608-01,103,,,2
607,2026-04-10,10:18:00,Robinson,37,13,12:50:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-56,0.87,Heavy traffic delayed arrival,SUM-20260410-01,103,,,13
459,2026-03-17,09:14:00,Rosario,110,13,11:45:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-08,0.87,Routine trip,SUM-20260317-01,103,,,4
430,2026-03-12,06:30:00,San Pablo,129,13,08:12:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-30,0.87,Heavy traffic delayed arrival,SUM-20260312-01,103,,,11
774,2026-05-09,10:01:00,Rosario,111,12,11:24:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-40,0.8,Heavy traffic delayed arrival,SUM-20260509-01,103,,,4
660,2026-04-20,08:30:00,Plaridel,101,12,10:28:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-72,0.8,Clear weather,SUM-20260420-01,103,,,2
15,2026-01-03,10:03:00,San Pablo,110,12,12:48:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-50,0.8,On schedule,SUM-20260103-01,103,,,11
1430,2026-08-25,10:08:00,San Pablo,40,11,12:13:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-29,0.73,On schedule,SUM-20260825-01,103,,,11
574,2026-04-04,08:23:00,SM Lipa,44,10,10:04:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-97,0.67,Heavy traffic delayed arrival,SUM-20260404-01,103,,,12
457,2026-03-17,05:01:00,Robinson,31,10,07:40:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-41,0.67,Clear weather,SUM-20260317-01,103,,,13
877,2026-05-26,11:17:00,Bugtong Payapa,123,9,12:08:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-85,0.6,Smooth travel,SUM-20260526-01,103,,,14
278,2026-02-14,07:03:00,Taguig,48,9,09:03:00,,4,SATURDAY,12 Seats - Hyundai Starex,Morning,12,TK-47,0.75,Heavy traffic delayed arrival,SUM-20260214-01,103,,,21
896,2026-05-29,07:05:00,SM Lipa,38,8,08:29:00,,3,FRIDAY,12 Seats - Hyundai Starex,Morning,12,TK-39,0.67,Heavy traffic delayed arrival,SUM-20260529-01,103,,,12
129,2026-01-22,15:18:00,Plaridel,41,8,16:03:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-39,0.53,Heavy traffic delayed arrival,SUM-20260122-01,103,,,2
1628,2026-09-25,07:06:00,Cabuyao,39,7,09:43:00,,3,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-17,0.39,Clear weather,SUM-20260925-01,103,,,5
1280,2026-07-31,07:06:00,Robinson,34,6,08:17:00,,2,FRIDAY,12 Seats - Hyundai Starex,Morning,12,TK-06,0.5,Clear weather,SUM-20260731-01,103,,,13
798,2026-05-13,13:13:00,TCP,18,6,15:57:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-60,0.4,On schedule,SUM-20260513-01,103,,,6
384,2026-03-04,14:25:00,San Pablo,38,6,16:39:00,,3,WEDNESDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-79,0.5,Smooth travel,SUM-20260304-01,103,,,11
1063,2026-06-25,07:25:00,Rosario,36,5,09:14:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-82,0.33,Smooth travel,SUM-20260625-01,103,,,4
658,2026-04-20,09:03:00,SM Lipa,39,5,10:11:00,,3,MONDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-61,0.28,On schedule,SUM-20260420-01,103,,,12
433,2026-03-12,08:03:00,Plaridel,109,5,10:40:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-83,0.33,Heavy traffic delayed arrival,SUM-20260312-01,103,,,2
50,2026-01-08,11:25:00,Sto.Tomas,43,5,12:47:00,,3,THURSDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-13,0.28,Clear weather,SUM-20260108-01,103,,,18
1585,2026-09-18,08:11:00,Plaridel,31,3,09:01:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-65,0.2,Routine trip,SUM-20260918-01,103,,,2
1542,2026-09-12,13:08:00,Tanauan,114,3,15:40:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-14,0.2,Routine trip,SUM-20260912-01,103,,,10
1259,2026-07-28,13:28:00,Plaridel,113,3,15:11:00,,3,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-77,0.2,Heavy traffic delayed arrival,SUM-20260728-01,103,,,2
1523,2026-09-09,06:15:00,Caloocan,118,2,08:39:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-11,0.13,On schedule,SUM-20260909-01,103,,,15
1468,2026-08-31,11:21:00,Sto.Tomas,129,2,13:16:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-51,0.13,Heavy traffic delayed arrival,SUM-20260831-01,103,,,18
761,2026-05-07,05:00:00,Los Baños,30,18,06:42:00,,4,THURSDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-54,1.0,Clear weather,SUM-20260507-01,104,,,1
1023,2026-06-19,05:08:00,Batangas,39,17,06:52:00,,4,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-24,0.94,On schedule,SUM-20260619-01,104,,,20
1315,2026-08-06,11:07:00,Rosario,100,15,13:10:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-59,1.0,Heavy traffic delayed arrival,SUM-20260806-01,104,,,4
402,2026-03-07,10:27:00,Muzon,109,15,12:43:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-32,1.0,On schedule,SUM-20260307-01,104,,,8
394,2026-03-05,09:23:00,SM Lipa,28,15,10:25:00,,2,THURSDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-56,0.83,On schedule,SUM-20260305-01,104,,,12
279,2026-02-14,15:21:00,Rosario,53,15,16:09:00,,3,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-76,1.0,Routine trip,SUM-20260214-01,104,,,4
73,2026-01-12,09:18:00,Los Baños,118,15,11:50:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-87,1.0,Heavy traffic delayed arrival,SUM-20260112-01,104,,,1
29,2026-01-05,07:16:00,Sto.Tomas,20,15,09:09:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-70,1.0,Clear weather,SUM-20260105-01,104,,,18
491,2026-03-21,09:06:00,Los Baños,15,14,11:41:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-75,0.93,Heavy traffic delayed arrival,SUM-20260321-01,104,,,1
383,2026-03-04,07:11:00,SM Lipa,112,14,09:31:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-50,0.93,Smooth travel,SUM-20260304-01,104,,,12
335,2026-02-24,08:11:00,Taguig,42,14,10:02:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-34,0.93,Routine trip,SUM-20260224-01,104,,,21
1332,2026-08-08,05:16:00,TCP,108,13,06:31:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-78,0.87,Routine trip,SUM-20260808-01,104,,,6
1318,2026-08-06,12:23:00,Caloocan,19,13,13:01:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-33,0.87,On schedule,SUM-20260806-01,104,,,15
1125,2026-07-06,05:10:00,Taguig,124,13,06:25:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-69,0.87,On schedule,SUM-20260706-01,104,,,21
414,2026-03-09,06:12:00,Plaridel,127,13,08:42:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-77,0.87,On schedule,SUM-20260309-01,104,,,2
690,2026-04-24,13:09:00,San Pablo,27,12,15:55:00,,4,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-52,0.8,Heavy traffic delayed arrival,SUM-20260424-01,104,,,11
192,2026-01-31,12:28:00,Sto.Tomas,124,12,14:32:00,,2,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-67,0.8,Smooth travel,SUM-20260131-01,104,,,18
1177,2026-07-14,15:16:00,Tanauan,47,11,16:13:00,,2,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-02,0.73,Smooth travel,SUM-20260714-01,104,,,10
821,2026-05-16,05:03:00,Bugtong Payapa,20,11,06:47:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-57,0.73,On schedule,SUM-20260516-01,104,,,14
220,2026-02-05,15:28:00,Sto.Tomas,115,11,16:44:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-10,0.73,Routine trip,SUM-20260205-01,104,,,18
1086,2026-06-29,08:15:00,Caloocan,34,10,09:19:00,,4,MONDAY,12 Seats - Hyundai Starex,Morning,12,TK-91,0.83,On schedule,SUM-20260629-01,104,,,15
1405,2026-08-21,06:04:00,Cabuyao,126,8,08:45:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-33,0.53,On schedule,SUM-20260821-01,104,,,5
1105,2026-07-02,12:00:00,Caloocan,126,8,13:12:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-05,0.53,Smooth travel,SUM-20260702-01,104,,,15
1018,2026-06-18,12:23:00,SM Lipa,35,8,14:35:00,,3,THURSDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-66,0.44,Clear weather,SUM-20260618-01,104,,,12
8,2026-01-02,09:30:00,Sto.Tomas,111,7,11:56:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-22,0.47,Routine trip,SUM-20260102-01,104,,,18
706,2026-04-27,10:20:00,Bugtong Payapa,114,6,11:41:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-41,0.4,Routine trip,SUM-20260427-01,104,,,14
1260,2026-07-28,12:29:00,Plaridel,46,5,14:48:00,,4,TUESDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-68,0.28,Heavy traffic delayed arrival,SUM-20260728-01,104,,,2
273,2026-02-13,05:21:00,Caloocan,121,5,07:27:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-57,0.33,Clear weather,SUM-20260213-01,104,,,15
171,2026-01-28,10:22:00,Cabuyao,105,5,11:06:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-90,0.33,Clear weather,SUM-20260128-01,104,,,5
112,2026-01-19,15:20:00,San Pablo,31,3,17:13:00,,2,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-60,0.2,Heavy traffic delayed arrival,SUM-20260119-01,104,,,11
428,2026-03-12,13:16:00,Los Baños,33,18,15:51:00,,3,THURSDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-48,1.0,Smooth travel,SUM-20260312-01,105,,,1
167,2026-01-28,08:01:00,Sto.Tomas,39,17,09:46:00,,2,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-61,0.94,Clear weather,SUM-20260128-01,105,,,18
1364,2026-08-14,09:28:00,Los Baños,129,15,11:55:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-20,1.0,Smooth travel,SUM-20260814-01,105,,,1
1153,2026-07-10,12:15:00,Batangas,47,15,14:00:00,,4,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-06,1.0,Smooth travel,SUM-20260710-01,105,,,20
